"Disease","Country","State","County","ADMcode","Year","NumCases","AnyCases","Longitude","Latitude","ForestProportion","UrbanProportion","Fragmentation","BiodivIntactness","TravelTimeToHealthcare","Population","logPopulation","UnemploymentRate","MedianHouseholdIncome","Tmean_JunJul","Tmean_JanFeb","Tmean_Annual","Precip_Annual","Precip_JanFeb","Precip_JunJul"
"Lyme disease","USA","NEW YORK","Oswego (NEW YORK)","36_75",2006,1,1,-76.1416931014437,43.4268528029426,0.731466409802784,0.0235845170265878,3.39178252220154,0.931335747241974,13.7980623245239,122483,11.7157275238265,7.2,"59335",19.9643646240235,-2.27913513183591,9.01335296630862,1242.06,77.343,157.099
"Lyme disease","USA","NEW YORK","Oswego (NEW YORK)","36_75",2007,4,1,-76.1416931014437,43.4268528029426,0.731466409802784,0.0235845170265878,3.39178252220154,0.931335747241974,13.7980623245239,122483,11.7157275238265,7.2,"59335",19.5932098388672,-5.6989807128906,8.20762532552086,1129.538,81.153,96.774
"Lyme disease","USA","NEW YORK","Oswego (NEW YORK)","36_75",2008,6,1,-76.1416931014437,43.4268528029426,0.731466409802784,0.0235845170265878,3.39178252220154,0.931335747241974,13.7980623245239,122483,11.7157275238265,7.2,"59335",20.2361846923828,-3.45552673339841,8.24482116699221,1212.342,93.218,125.73
"Lyme disease","USA","NEW YORK","Oswego (NEW YORK)","36_75",2009,4,1,-76.1416931014437,43.4268528029426,0.731466409802784,0.0235845170265878,3.39178252220154,0.931335747241974,13.7980623245239,122483,11.7157275238265,7.2,"59335",17.8380981445313,-6.47824707031248,7.66827036539716,1076.198,53.467,133.858
"Lyme disease","USA","NEW YORK","Oswego (NEW YORK)","36_75",2010,5,1,-76.1416931014437,43.4268528029426,0.731466409802784,0.0235845170265878,3.39178252220154,0.931335747241974,13.7980623245239,122483,11.7157275238265,7.2,"59335",20.4399200439453,-4.94158020019529,8.88998311360679,1115.822,65.151,121.793
"Lyme disease","USA","NEW YORK","Oswego (NEW YORK)","36_75",2011,8,1,-76.1416931014437,43.4268528029426,0.731466409802784,0.0235845170265878,3.39178252220154,0.931335747241974,13.7980623245239,122483,11.7157275238265,7.2,"59335",20.360971069336,-6.30939331054685,8.85735982259117,1415.034,70.358,86.36
"Lyme disease","USA","NEW YORK","Oswego (NEW YORK)","36_75",2012,17,1,-76.1416931014437,43.4268528029426,0.731466409802784,0.0235845170265878,3.39178252220154,0.931335747241974,13.7980623245239,122483,11.7157275238265,7.2,"59335",20.7502990722656,-1.85805358886716,9.94851328531903,1004.824,57.912,82.296
"Lyme disease","USA","NEW YORK","Oswego (NEW YORK)","36_75",2013,56,1,-76.1416931014437,43.4268528029426,0.731466409802784,0.0235845170265878,3.39178252220154,0.931335747241974,13.7980623245239,122483,11.7157275238265,7.2,"59335",19.5618377685547,-4.33218994140623,7.94620666503909,1117.346,57.15,153.416
"Lyme disease","USA","NEW YORK","Oswego (NEW YORK)","36_75",2014,35,1,-76.1416931014437,43.4268528029426,0.731466409802784,0.0235845170265878,3.39178252220154,0.931335747241974,13.7980623245239,122483,11.7157275238265,7.2,"59335",19.3137298583985,-7.3381408691406,7.35149281819664,1098.042,70.104,132.715
"Lyme disease","USA","NEW YORK","Oswego (NEW YORK)","36_75",2015,51,1,-76.1416931014437,43.4268528029426,0.731466409802784,0.0235845170265878,3.39178252220154,0.931335747241974,13.7980623245239,122483,11.7157275238265,7.2,"59335",18.7260223388672,-9.73309936523435,8.00600840250653,1032.256,55.118,143.383
"Lyme disease","USA","NEW YORK","Oswego (NEW YORK)","36_75",2016,76,1,-76.1416931014437,43.4268528029426,0.731466409802784,0.0235845170265878,3.39178252220154,0.931335747241974,13.7980623245239,122483,11.7157275238265,7.2,"59335",20.329965209961,-3.44078674316404,9.27871093750002,969.518,77.343,79.629
"Lyme disease","USA","NEW YORK","Oswego (NEW YORK)","36_75",2017,125,1,-76.1416931014437,43.4268528029426,0.731466409802784,0.0235845170265878,3.39178252220154,0.931335747241974,13.7980623245239,122483,11.7157275238265,7.2,"59335",19.1769958496094,-1.17146911621091,8.92948303222659,1203.452,81.28,128.143
"Lyme disease","USA","NEW YORK","Oswego (NEW YORK)","36_75",2018,34,1,-76.1416931014437,43.4268528029426,0.731466409802784,0.0235845170265878,3.39178252220154,0.931335747241974,13.7980623245239,122483,11.7157275238265,7.2,"59335",20.642465209961,-3.41222229003904,8.69206136067711,1234.186,84.201,100.33
"Lyme disease","USA","NEW YORK","Oswego (NEW YORK)","36_75",2019,40,1,-76.1416931014437,43.4268528029426,0.731466409802784,0.0235845170265878,3.39178252220154,0.931335747241974,13.7980623245239,122483,11.7157275238265,7.2,"59335",19.6508728027344,-5.05025329589841,8.04602711995445,1224.788,90.805,110.236
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2000,2,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",16.7943359375,-5.99469604492185,6.36407877604169,1174.75,78.486,122.809
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2001,1,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",17.6035095214844,-5.4113830566406,7.52248280843101,867.156,48.641,84.963
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2002,3,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",18.8243041992188,-2.25864257812498,7.63103383382164,1106.678,57.023,94.488
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2003,2,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",17.659310913086,-9.05277099609373,6.24627838134768,1219.708,63.881,109.347
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2004,1,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",17.2719512939453,-8.98369445800779,6.67261149088544,1147.318,47.371,113.792
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2005,0,0,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",20.5551086425781,-6.42853393554685,7.35332641601565,1189.99,76.708,97.409
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2006,2,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",18.7118621826172,-2.72344055175779,8.03703460693362,1242.06,77.343,157.099
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2007,8,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",18.5714508056641,-6.39092102050779,7.26751098632815,1129.538,81.153,96.774
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2008,14,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",19.3422485351563,-4.37979736328123,7.2820500691732,1212.342,93.218,125.73
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2009,13,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",16.8646942138672,-7.43181457519529,6.70867055257164,1076.198,53.467,133.858
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2010,17,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",19.3161712646485,-6.12981262207029,7.65226643880211,1115.822,65.151,121.793
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2011,35,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",19.2013946533203,-6.81839599609373,7.79232432047528,1415.034,70.358,86.36
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2012,32,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",19.2636505126953,-2.46707763671873,8.83785654703778,1004.824,57.912,82.296
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2013,63,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",18.8689971923828,-5.02036132812498,6.91974029541018,1117.346,57.15,153.416
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2014,53,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",18.4800659179688,-8.3056701660156,6.32780609130862,1098.042,70.104,132.715
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2015,39,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",18.0228210449219,-10.530142211914,7.13948211669924,1032.256,55.118,143.383
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2016,39,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",19.1800323486328,-4.02799072265623,8.27266082763674,969.518,77.343,79.629
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2017,88,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",18.1696258544922,-2.3685363769531,7.81323649088544,1203.452,81.28,128.143
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2018,45,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",19.3881164550781,-4.08261718749998,7.54668324788414,1234.186,84.201,100.33
"Lyme disease","USA","NEW YORK","Otsego (NEW YORK)","36_77",2019,90,1,-75.0329488507691,42.6336228304992,0.716851412652882,0.0170897769851449,2.64165067672729,0.890769898891449,13.3821983337402,62517,11.0431937987392,5.4,"68962",18.8879180908203,-5.8685363769531,7.18310699462893,1224.788,90.805,110.236
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2000,290,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",19.2187133789063,-2.84035339355466,9.09981943766278,1174.75,78.486,122.809
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2001,211,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",20.3331695556641,-2.87334289550779,10.2767094930013,867.156,48.641,84.963
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2002,247,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",21.4409576416016,1.14376220703127,10.671772257487,1106.678,57.023,94.488
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2003,303,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",19.8479553222656,-6.16513671874998,8.78308003743492,1219.708,63.881,109.347
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2004,205,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",20.2771392822266,-4.94821777343748,9.5608586629232,1147.318,47.371,113.792
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2005,191,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",22.4614349365235,-2.85025634765623,10.1809809366862,1189.99,76.708,97.409
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2006,149,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",21.3530975341797,-0.0171569824218523,10.9162638346354,1242.06,77.343,157.099
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2007,140,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",21.2880035400391,-2.36650695800779,10.3148844401042,1129.538,81.153,96.774
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2008,202,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",22.1034637451172,-0.77886047363279,10.2464589436849,1212.342,93.218,125.73
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2009,133,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",19.1274810791016,-3.56366577148435,9.51160837809247,1076.198,53.467,133.858
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2010,61,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",23.0880065917969,-2.32759704589841,10.989887491862,1115.822,65.151,121.793
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2011,102,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",21.8676544189453,-3.91788330078123,10.4908284505209,1415.034,70.358,86.36
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2012,76,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",22.3789916992188,0.710183715820335,11.620388285319,1004.824,57.912,82.296
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2013,125,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",21.8068481445313,-1.96007385253904,9.8484817504883,1117.346,57.15,153.416
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2014,98,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",20.5895477294922,-4.75360717773435,9.16129964192711,1098.042,70.104,132.715
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2015,122,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",20.7057739257813,-6.82413330078123,10.1369084676107,1032.256,55.118,143.383
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2016,113,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",22.1,-0.689062499999977,11.1682423909505,969.518,77.343,79.629
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2017,129,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",20.4868103027344,0.817910766601585,10.4875300089518,1203.452,81.28,128.143
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2018,168,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",21.5765777587891,-0.77635803222654,10.4126703898112,1234.186,84.201,100.33
"Lyme disease","USA","NEW YORK","Putnam (NEW YORK)","36_79",2019,121,1,-73.7495320895681,41.4266924951779,0.795909253325642,0.0502644121865913,3.29922151565552,0.971551418304443,5.57745885848999,99624,11.509158378401,4.3,"112167",21.5216003417969,-1.68503417968748,10.2415456136068,1224.788,90.805,110.236
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2000,21,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",21.2883087158203,-0.435018920898415,11.003065999349,1174.75,78.486,122.809
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2001,8,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",21.9653869628906,-0.949468994140602,12.0424362182617,867.156,48.641,84.963
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2002,11,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",23.2891021728516,2.8305603027344,12.4944142659505,1106.678,57.023,94.488
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2003,41,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",21.4024597167969,-3.59749450683591,10.5917093912761,1219.708,63.881,109.347
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2004,42,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",21.8716979980469,-2.83737792968748,11.2848449707031,1147.318,47.371,113.792
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2005,46,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",22.9892059326172,-1.01398315429685,11.6265935262045,1189.99,76.708,97.409
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2006,21,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",22.8648162841797,1.90371093750002,12.5623235066732,1242.06,77.343,157.099
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2007,52,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",22.4938598632813,-0.218939208984352,11.9668797810873,1129.538,81.153,96.774
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2008,104,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",23.9453521728516,1.40688476562502,12.1055262247722,1212.342,93.218,125.73
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2009,134,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",20.6821380615235,-1.10173645019529,11.2683832804362,1076.198,53.467,133.858
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2010,118,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",25.0888763427735,-1.1557678222656,12.5491984049479,1115.822,65.151,121.793
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2011,117,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",23.703759765625,-1.53261413574216,12.3505569458008,1415.034,70.358,86.36
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2012,88,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",23.4100738525391,2.61499938964846,13.2101175944011,1004.824,57.912,82.296
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2013,104,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",23.3768096923828,0.40662536621096,11.7447143554688,1117.346,57.15,153.416
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2014,103,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",22.269189453125,-3.0835021972656,10.9516235351563,1098.042,70.104,132.715
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2015,114,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",22.3012786865235,-4.6383117675781,11.8561848958334,1032.256,55.118,143.383
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2016,128,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",23.3111206054688,0.72364196777346,12.6855026245117,969.518,77.343,79.629
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2017,149,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",22.553842163086,2.61269531250002,12.3450205485026,1203.452,81.28,128.143
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2018,85,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",22.646127319336,1.26313171386721,12.1524444580078,1234.186,84.201,100.33
"Lyme disease","USA","NEW YORK","Queens (NEW YORK)","36_81",2019,111,1,-73.8202610243704,40.7022405811873,0.0630778020037037,0.758757473551835,4.52367877960205,0.534442186355591,1.21420240402222,2199795,14.6038747321687,4.9,"80180",23.2863250732422,0.49598083496096,12.1399678548177,1224.788,90.805,110.236
"Lyme disease","USA","NEW YORK","Rensselaer (NEW YORK)","36_83",2000,68,1,-73.5098798140188,42.7108685073547,0.743825561272992,0.0351391333020581,3.1944420337677,0.936250030994415,12.0599718093872,160504,11.98607414336,4.7,"80040",17.7650848388672,-5.49367370605466,7.23172149658205,1174.75,78.486,122.809
"Lyme disease","USA","NEW YORK","Rensselaer (NEW YORK)","36_83",2001,88,1,-73.5098798140188,42.7108685073547,0.743825561272992,0.0351391333020581,3.1944420337677,0.936250030994415,12.0599718093872,160504,11.98607414336,4.7,"80040",19.0001922607422,-4.59767761230466,8.58271942138674,867.156,48.641,84.963
"Lyme disease","USA","NEW YORK","Rensselaer (NEW YORK)","36_83",2002,122,1,-73.5098798140188,42.7108685073547,0.743825561272992,0.0351391333020581,3.1944420337677,0.936250030994415,12.0599718093872,160504,11.98607414336,4.7,"80040",19.7752471923828,-1.51625671386716,8.67240295410159,1106.678,57.023,94.488
"Lyme disease","USA","NEW YORK","Rensselaer (NEW YORK)","36_83",2003,157,1,-73.5098798140188,42.7108685073547,0.743825561272992,0.0351391333020581,3.1944420337677,0.936250030994415,12.0599718093872,160504,11.98607414336,4.7,"80040",19.0591522216797,-8.44437255859373,7.16959279378257,1219.708,63.881,109.347
"Lyme disease","USA","NEW YORK","Rensselaer (NEW YORK)","36_83",2004,200,1,-73.5098798140188,42.7108685073547,0.743825561272992,0.0351391333020581,3.1944420337677,0.936250030994415,12.0599718093872,160504,11.98607414336,4.7,"80040",18.5519805908203,-8.04460754394529,7.63088124593101,1147.318,47.371,113.792
"Lyme disease","USA","NEW YORK","Rensselaer (NEW YORK)","36_83",2005,208,1,-73.5098798140188,42.7108685073547,0.743825561272992,0.0351391333020581,3.1944420337677,0.936250030994415,12.0599718093872,160504,11.98607414336,4.7,"80040",21.4128967285156,-5.57987060546873,8.32366078694664,1189.99,76.708,97.409
"Lyme disease","USA","NEW YORK","Rensselaer (NEW YORK)","36_83",2006,271,1,-73.5098798140188,42.7108685073547,0.743825561272992,0.0351391333020581,3.1944420337677,0.936250030994415,12.0599718093872,160504,11.98607414336,4.7,"80040",19.8096252441406,-2.01174011230466,8.99641316731773,1242.06,77.343,157.099
"Lyme disease","USA","NEW YORK","Rensselaer (NEW YORK)","36_83",2007,349,1,-73.5098798140188,42.7108685073547,0.743825561272992,0.0351391333020581,3.1944420337677,0.936250030994415,12.0599718093872,160504,11.98607414336,4.7,"80040",19.6707397460938,-5.29891052246091,8.217914835612,1129.538,81.153,96.774
"Lyme disease","USA","NEW YORK","Rensselaer (NEW YORK)","36_83",2008,542,1,-73.5098798140188,42.7108685073547,0.743825561272992,0.0351391333020581,3.1944420337677,0.936250030994415,12.0599718093872,160504,11.98607414336,4.7,"80040",20.6797576904297,-3.57622375488279,8.38614044189455,1212.342,93.218,125.73
"Lyme disease","USA","NEW YORK","Rensselaer (NEW YORK)","36_83",2009,296,1,-73.5098798140188,42.7108685073547,0.743825561272992,0.0351391333020581,3.1944420337677,0.936250030994415,12.0599718093872,160504,11.98607414336,4.7,"80040",17.9773040771485,-6.59212341308591,7.68066050211591,1076.198,53.467,133.858
"Lyme disease","USA","NEW YORK","Rensselaer (NEW YORK)","36_83",2010,148,1,-73.5098798140188,42.7108685073547,0.743825561272992,0.0351391333020581,3.1944420337677,0.936250030994415,12.0599718093872,160504,11.98607414336,4.7,"80040",20.4863983154297,-4.81174316406248,8.87461751302086,1115.822,65.151,121.793
"Lyme disease","USA","NEW YORK","Rensselaer (NEW YORK)","36_83",2011,281,1,-73.5098798140188,42.7108685073547,0.743825561272992,0.0351391333020581,3.1944420337677,0.936250030994415,12.0599718093872,160504,11.98607414336,4.7,"80040",20.1749206542969,-6.55196228027341,8.58306528727216,1415.034,70.358,86.36
"Lyme disease","USA","NEW YORK","Rensselaer (NEW YORK)","36_83",2012,214,1,-73.5098798140188,42.7108685073547,0.743825561272992,0.0351391333020581,3.1944420337677,0.936250030994415,12.0599718093872,160504,11.98607414336,4.7,"80040",20.7635284423828,-1.52632751464841,9.93180236816409,1004.824,57.912,82.296
"Lyme disease","USA","NEW YORK","Rensselaer (NEW YORK)","36_83",2013,310,1,-73.5098798140188,42.7108685073547,0.743825561272992,0.0351391333020581,3.1944420337677,0.936250030994415,12.0599718093872,160504,11.98607414336,4.7,"80040",20.281381225586,-4.32501831054685,8.00062204996747,1117.346,57.15,153.416
